FID,survey_id,country,area,ecoregion,realm,location,site_code,site_name,latitude,longitude,survey_date,depth,program,visibility,hour,survey_latitude,survey_longitude,method,block,phylum,class,order,family,species_name,reporting_name,size_class,total,biomass,geom
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d77,923400145,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2021-05-05,7.5,RLS,4,14:45:00,,,2,1,Mollusca,Gastropoda,,Fissurellidae,Diodora aspera,Diodora aspera,0,11,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d78,923400145,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2021-05-05,7.5,RLS,4,14:45:00,,,2,2,Arthropoda,Malacostraca,Decapoda,,Paguroidea spp.,Decapoda spp.,0,3,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d79,923400145,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2021-05-05,7.5,RLS,4,14:45:00,,,2,2,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia leviuscula,Henricia leviuscula,0,5,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d7a,923400145,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2021-05-05,7.5,RLS,4,14:45:00,,,2,2,Mollusca,Bivalvia,Ostreoida,Pectinidae,Crassadoma gigantea,Crassadoma gigantea,12.5,5,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d7b,923400145,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2021-05-05,7.5,RLS,4,14:45:00,,,2,2,Mollusca,Bivalvia,Ostreoida,Pectinidae,Crassadoma gigantea,Crassadoma gigantea,15,4,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d7c,923400145,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2021-05-05,7.5,RLS,4,14:45:00,,,2,2,Mollusca,Gastropoda,Nudibranchia,Dorididae,Doris montereyensis,Doris montereyensis,0,2,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d7d,923400145,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2021-05-05,7.5,RLS,4,14:45:00,,,2,2,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis kamtschatkana,Haliotis kamtschatkana,7.5,2,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d7e,923400145,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2021-05-05,7.5,RLS,4,14:45:00,,,2,2,Mollusca,Gastropoda,,Acmaeidae,Acmaea mitra,Acmaea mitra,0,4,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d7f,923400145,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2021-05-05,7.5,RLS,4,14:45:00,,,2,2,Mollusca,Gastropoda,,Fissurellidae,Diodora aspera,Diodora aspera,0,34,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d80,923400145,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2021-05-05,7.5,RLS,4,14:45:00,,,2,2,Mollusca,Gastropoda,,Lottiidae,Lottia scutum,Lottia scutum,0,7,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d81,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,2,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias troschelii,Evasterias troschelii,0,1,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d82,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,2,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Orthasterias koehleri,Orthasterias koehleri,0,4,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d83,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,2,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias imbricata,Dermasterias imbricata,0,10,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d84,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,2,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Apostichopus californicus,Apostichopus californicus,0,22,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d85,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,2,Mollusca,Bivalvia,Ostreoida,Pectinidae,Crassadoma gigantea,Crassadoma gigantea,5,8,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d86,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,2,Mollusca,Gastropoda,Nudibranchia,Cadlinidae,Cadlina modesta,Cadlina modesta,0,1,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d87,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,2,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Diaulula sandiegensis,Diaulula sandiegensis,0,1,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d88,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,2,Mollusca,Gastropoda,Nudibranchia,Dorididae,Doris montereyensis,Doris montereyensis,0,1,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d89,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,2,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis kamtschatkana,Haliotis kamtschatkana,10,4,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d8a,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,2,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis kamtschatkana,Haliotis kamtschatkana,15,2,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d8b,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,1,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia spp.,Henricia spp.,0,2,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d8c,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,1,Mollusca,Bivalvia,Ostreoida,Pectinidae,Crassadoma gigantea,Crassadoma gigantea,7.5,10,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d8d,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,1,Mollusca,Bivalvia,Ostreoida,Pectinidae,Crassadoma gigantea,Crassadoma gigantea,10,10,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d8e,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,1,Mollusca,Bivalvia,Ostreoida,Pectinidae,Crassadoma gigantea,Crassadoma gigantea,12.5,11,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d8f,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,1,Mollusca,Bivalvia,Ostreoida,Pectinidae,Crassadoma gigantea,Crassadoma gigantea,15,12,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d90,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,1,Mollusca,Bivalvia,Ostreoida,Pectinidae,Crassadoma gigantea,Crassadoma gigantea,20,4,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d91,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,1,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ceratostoma foliatum,Ceratostoma foliatum,0,10,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d92,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,1,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Diaulula odonoghuei,Diaulula odonoghuei,0,1,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d93,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,1,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Diaulula sandiegensis,Diaulula sandiegensis,0,1,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d94,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,1,Mollusca,Gastropoda,,Acmaeidae,Acmaea mitra,Acmaea mitra,0,4,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d95,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,1,Mollusca,Gastropoda,,Fissurellidae,Diodora aspera,Diodora aspera,0,23,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d96,923401196,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2022-04-27,7.5,RLS,2,14:40:00,,,2,1,Mollusca,Gastropoda,,Turbinidae,Pomaulax gibberosus,Pomaulax gibberosus,0,31,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d97,923404571,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2024-05-02,8.5,RLS,3,11:39:00,,,2,2,Arthropoda,Malacostraca,Decapoda,Cancridae,Glebocarcinus oregonensis,Glebocarcinus oregonensis,0,3,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d98,923404571,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2024-05-02,8.5,RLS,3,11:39:00,,,2,2,Arthropoda,Malacostraca,Decapoda,Epialtidae,Scyra acutifrons,Scyra acutifrons,0,33,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d99,923404571,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2024-05-02,8.5,RLS,3,11:39:00,,,2,2,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Pachycheles pubescens,Pachycheles pubescens,0,3,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d9a,923404571,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2024-05-02,8.5,RLS,3,11:39:00,,,2,2,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias imbricata,Dermasterias imbricata,0,11,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d9b,923404571,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2024-05-02,8.5,RLS,3,11:39:00,,,2,2,Mollusca,Bivalvia,Ostreoida,Pectinidae,Crassadoma gigantea,Crassadoma gigantea,5,3,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d9c,923404571,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2024-05-02,8.5,RLS,3,11:39:00,,,2,2,Mollusca,Bivalvia,Ostreoida,Pectinidae,Crassadoma gigantea,Crassadoma gigantea,7.5,10,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d9d,923404571,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2024-05-02,8.5,RLS,3,11:39:00,,,2,2,Mollusca,Bivalvia,Ostreoida,Pectinidae,Crassadoma gigantea,Crassadoma gigantea,12.5,6,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d9e,923404571,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2024-05-02,8.5,RLS,3,11:39:00,,,2,2,Mollusca,Bivalvia,Ostreoida,Pectinidae,Crassadoma gigantea,Crassadoma gigantea,15,10,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_d9f,923404571,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2024-05-02,8.5,RLS,3,11:39:00,,,2,2,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ceratostoma foliatum,Ceratostoma foliatum,0,36,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_da0,923404571,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2024-05-02,8.5,RLS,3,11:39:00,,,2,2,Mollusca,Gastropoda,Nudibranchia,Coryphellidae,Coryphella trilineata,Coryphella trilineata,0,1,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_da1,923404571,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2024-05-02,8.5,RLS,3,11:39:00,,,2,2,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Diaulula sandiegensis,Diaulula sandiegensis,0,3,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_da2,923404571,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2024-05-02,8.5,RLS,3,11:39:00,,,2,2,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Acanthodoris hudsoni,Acanthodoris hudsoni,0,1,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_da3,923404571,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2024-05-02,8.5,RLS,3,11:39:00,,,2,2,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,Tritonia festiva,Tritonia festiva,0,3,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_da4,923404571,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2024-05-02,8.5,RLS,3,11:39:00,,,2,2,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis kamtschatkana,Haliotis kamtschatkana,5,20,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_da5,923404571,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2024-05-02,8.5,RLS,3,11:39:00,,,2,2,Mollusca,Gastropoda,,Acmaeidae,Acmaea mitra,Acmaea mitra,0,24,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_da6,923404571,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2024-05-02,8.5,RLS,3,11:39:00,,,2,2,Mollusca,Gastropoda,,Fissurellidae,Diodora aspera,Diodora aspera,0,11,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_da7,923404571,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2024-05-02,8.5,RLS,3,11:39:00,,,2,1,Arthropoda,Malacostraca,Decapoda,Epialtidae,Scyra acutifrons,Scyra acutifrons,0,18,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_da8,923404571,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2024-05-02,8.5,RLS,3,11:39:00,,,2,1,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Orthasterias koehleri,Orthasterias koehleri,0,5,,POINT (-125.2699966430664 48.90999984741211)
ep_m2_inverts_public_data.fid-7ec7bcbc_1968ed5fb34_da9,923404571,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC18,Eussen Rock,48.91,-125.27,2024-05-02,8.5,RLS,3,11:39:00,,,2,1,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias imbricata,Dermasterias imbricata,0,8,,POINT (-125.2699966430664 48.90999984741211)
